graveid,book,handsinprayer,cross,angel,type_stone,type_stele,type_badge,type_other
16592622,0,0,0,0,0,0,1,0
100188077,0,0,0,0,0,0,1,0
101983788,0,0,0,0,0,0,1,0
89675409,0,0,0,0,0,0,1,0
100188621,0,0,0,0,0,0,1,0
125933401,0,0,0,0,0,0,1,0
100188811,0,0,1,0,0,0,1,0
122221051,0,0,0,0,0,0,1,0
120702938,0,0,0,0,0,0,1,0
102265123,0,0,0,0,0,0,1,0
146947060,0,0,1,0,0,0,1,0
127000004,0,0,1,0,0,0,1,0
127403951,0,0,0,0,0,0,1,0
31875345,0,0,0,0,0,0,1,0
167793377,0,0,0,0,1,0,0,0
19673067,0,0,1,0,0,0,1,0
150792809,0,0,0,0,0,0,1,0
179035005,0,0,0,0,0,0,1,0
22425223,0,0,0,0,0,0,1,0
127403947,0,0,0,0,0,0,1,0
119410824,0,0,0,0,0,0,1,0
144557520,0,0,1,0,0,0,1,0
122221099,0,0,0,0,0,0,1,0
19485352,0,0,0,0,0,0,1,0
145762900,0,0,1,0,0,0,1,0
19768846,0,0,0,0,0,0,1,0
115846545,0,0,1,0,0,0,1,0
18911205,0,0,0,0,0,0,1,0
131960606,0,0,1,0,0,0,1,0
19673992,0,0,0,0,0,0,1,0
125933401,0,0,0,0,0,0,1,0
159834979,1,0,1,0,0,0,1,0
127403950,0,0,1,0,0,0,1,0
18831664,0,0,0,0,0,0,1,0
122221087,0,0,0,0,0,0,1,0
129818504,0,0,0,0,0,0,1,0
146962318,0,0,1,0,0,0,1,0
152322363,0,0,0,0,0,0,1,0
19779433,0,0,1,0,0,0,1,0
101790147,1,0,1,0,0,0,1,0
133000025,1,0,0,0,1,0,0,0
19779544,0,0,0,0,1,0,0,0
126999757,0,0,0,0,0,0,1,0
135657571,0,0,0,0,0,0,1,0
22580716,0,0,1,0,0,0,1,0
133220239,0,0,0,0,0,0,1,0
19673067,0,0,1,0,0,0,1,0
37967149,0,0,1,0,0,0,1,0
126998512,0,0,0,0,0,0,1,0
85008368,0,0,0,0,0,0,1,0
58767340,0,0,0,0,0,0,1,0
28351748,0,0,1,0,1,0,0,0
66974560,0,0,0,0,0,0,1,0
125421677,0,0,1,0,0,0,1,0
120235197,0,0,0,0,0,0,1,0
76408794,0,0,1,0,1,0,0,0
121453835,0,0,0,0,0,0,1,0
51041184,0,0,0,0,0,0,1,0
92594341,0,1,1,0,0,0,1,0
92274313,0,0,0,0,0,0,1,0
76055452,0,0,1,0,0,0,1,0
91658743,0,0,0,0,0,0,1,0
114949104,0,0,0,0,1,0,0,0
92016432,0,0,0,0,0,0,1,0
121455163,0,0,0,0,0,0,0,1
92038524,0,0,0,0,0,0,1,0
91363272,0,0,0,0,0,0,1,0
121395168,0,0,0,0,0,0,1,0
92142708,1,0,0,0,1,0,0,0
121492299,0,0,0,0,0,0,1,0
115308070,0,0,1,0,1,0,0,0
121441152,0,0,0,0,0,0,1,0
88465917,0,0,0,0,0,0,1,0
125421344,0,0,1,0,1,0,0,0
92405880,0,0,1,0,1,0,0,0
118355771,0,0,0,0,0,0,1,0
92038637,0,0,0,0,0,0,1,0
92098298,0,0,0,0,0,0,1,0
120220570,0,0,0,0,0,0,1,0
91352735,0,0,0,0,0,0,1,0
97739004,0,0,0,0,0,0,1,0
119973533,0,0,0,0,0,0,1,0
39092647,0,0,0,0,0,0,1,0
107564200,0,0,0,0,0,0,1,0
88465917,0,0,0,0,0,0,1,0
20011631,0,0,0,0,0,0,1,0
92038997,0,0,0,0,1,0,0,0
92038129,0,0,0,0,0,0,1,0
92406117,0,0,1,0,0,0,1,0
120145401,0,0,1,0,0,0,1,0
121452983,0,0,0,0,0,0,0,1
113286846,0,0,0,0,1,0,0,0
92698638,0,0,0,0,0,0,1,0
88467221,0,0,0,0,0,0,1,0
91658743,0,0,0,0,0,0,1,0
100260861,0,0,0,0,1,0,0,0
103292499,0,0,0,0,0,0,1,0
121452866,0,0,0,0,0,0,0,1
125419836,0,0,0,0,1,0,0,0
121394570,0,0,0,0,0,0,1,0
121453179,0,0,0,0,0,0,0,1
119974003,0,0,0,0,0,0,1,0
91874406,0,0,0,0,0,0,1,0
118348986,0,0,0,0,0,0,1,0
92274313,0,0,0,0,0,0,1,0
91604576,0,0,0,0,0,0,1,0
118345979,0,0,1,0,0,0,1,0
91658855,0,0,0,0,0,0,1,0
32449534,0,0,1,0,0,0,1,0
88464300,0,0,0,0,1,0,0,0
96110538,0,0,0,0,1,0,0,0
92038811,0,0,0,0,0,0,1,0
118332236,0,0,0,0,1,0,0,0
91775223,0,0,0,0,1,0,0,0
107557816,0,0,0,0,1,0,0,0
9088290,0,0,1,0,0,0,1,0
149965718,0,0,0,0,0,0,1,0
119974003,0,0,0,0,0,0,1,0
91658855,0,0,0,0,0,0,1,0
91897202,0,0,0,0,0,0,1,0
53170337,0,0,0,0,1,0,0,0
91604735,0,0,0,0,0,0,1,0
119973533,0,0,0,0,0,0,1,0
92143150,0,0,1,0,1,0,0,0
17462715,0,0,0,0,0,0,1,0
92406177,0,0,0,0,1,0,0,0
28351762,0,0,0,0,1,0,0,0
125419836,0,0,0,0,1,0,0,0
114957921,0,0,0,0,0,0,1,0
92101628,0,0,0,0,0,0,1,0
91363041,0,0,0,0,1,0,0,0
42524403,0,0,0,0,0,0,1,0
51041741,0,0,0,0,0,0,1,0
91945750,0,0,0,0,0,0,1,0
121454938,0,0,0,0,0,0,1,0
121515138,0,0,0,0,0,0,1,0
92324784,0,0,0,0,0,0,1,0
118346299,0,0,0,0,0,0,1,0
120122070,0,0,0,0,1,0,0,0
149961107,0,0,0,0,0,0,1,0
153044755,0,0,0,0,0,0,1,0
23027961,0,0,0,0,0,0,1,0
113286846,0,0,0,0,1,0,0,0
125421603,0,0,0,0,0,0,1,0
119963933,0,0,1,0,0,0,1,0
153082299,0,0,0,0,0,0,1,0
92016168,0,0,1,0,0,0,1,0
107557816,0,0,0,0,1,0,0,0
92038637,0,0,0,0,0,0,1,0
120144115,0,0,0,0,0,0,0,1
92166339,0,0,0,0,0,0,1,0
179832899,0,0,0,0,0,0,1,0
139963310,1,0,1,0,0,0,1,0
186412695,0,0,0,0,0,0,1,0
75801475,0,0,0,0,0,0,1,0
66198371,0,0,0,0,0,0,1,0
49137804,1,1,0,0,0,0,1,0
121257040,1,0,0,0,0,0,1,0
22632691,0,0,0,0,0,0,1,0
139927830,0,0,0,0,0,0,1,0
108755091,0,0,0,0,0,0,1,0
139137138,0,0,0,0,0,0,1,0
139086724,0,0,0,0,0,0,1,0
139924109,0,0,0,0,1,0,0,0
61937775,0,0,1,0,0,0,1,0
139570475,0,0,0,0,0,0,1,0
140150982,1,0,0,0,0,0,1,0
125311396,0,0,0,0,0,0,1,0
140050600,0,0,0,0,0,0,1,0
139086701,0,0,0,0,0,0,1,0
64358242,0,0,0,0,0,0,1,0
22632339,0,0,0,0,0,0,1,0
184051021,0,0,0,0,0,0,0,1
170985948,0,0,0,0,0,0,1,0
137386932,0,0,0,0,0,0,1,0
140252048,0,0,0,0,0,0,1,0
150743427,0,0,0,0,0,0,1,0
22153690,0,0,0,0,0,0,1,0
183748840,0,0,0,0,0,0,1,0
180766966,0,0,0,0,0,0,1,0
53928759,0,0,0,0,0,0,1,0
53928710,0,0,0,0,0,0,1,0
177462132,0,1,1,0,0,0,1,0
183243811,0,1,1,0,0,0,1,0
124203395,0,0,0,0,1,0,0,0
127481564,0,0,0,0,0,0,1,0
66996918,0,1,0,0,0,0,1,0
139339600,0,1,0,0,0,0,1,0
108783994,0,0,0,0,0,0,1,0
126383425,0,0,0,0,0,0,1,0
140156032,0,0,1,0,0,0,1,0
104606920,1,0,1,0,0,0,1,0
139086504,0,0,0,0,0,0,1,0
140050292,0,0,0,0,0,0,1,0
139734738,0,1,0,0,0,0,1,0
22299599,0,0,0,0,1,0,0,0
6615887,0,1,0,0,0,0,1,0
126085083,0,1,0,0,0,0,1,0
137794953,0,0,0,0,0,0,1,0
143377431,0,0,0,0,0,0,1,0
139734738,0,1,0,0,0,0,1,0
108755247,0,0,0,0,0,0,1,0
139146554,0,0,1,0,0,0,1,0
139735017,0,0,0,0,0,0,1,0
73040468,0,0,0,0,0,0,1,0
99228719,0,0,0,0,0,0,1,0
171835402,0,0,0,0,0,0,1,0
47427167,0,0,0,0,0,0,1,0
139615223,0,0,0,0,0,0,1,0
79527932,0,0,0,0,0,0,1,0
114898302,1,0,1,0,0,0,1,0
34730635,0,0,0,0,0,0,1,0
139928004,1,0,0,0,0,0,1,0
139086603,0,0,0,0,0,0,1,0
137386839,0,0,0,0,0,0,1,0
125933681,0,0,0,0,0,0,1,0
81741115,0,0,0,0,0,0,1,0
139734576,0,0,0,0,0,0,1,0
140156071,0,0,1,0,0,0,1,0
180827052,0,0,0,0,0,0,0,1
113853476,0,0,0,0,0,0,1,0
139140859,0,0,0,0,0,0,1,0
140858018,0,0,0,0,0,0,1,0
139136019,0,0,0,0,0,0,1,0
139736324,0,0,0,0,0,0,1,0
140376058,0,0,1,0,0,0,1,0
64006025,0,0,0,0,0,0,1,0
139264598,0,0,1,0,0,0,1,0
75804354,0,0,1,0,0,0,1,0
139573160,0,0,0,0,0,0,1,0
139136931,0,0,0,0,0,0,1,0
63855547,0,0,0,0,0,0,1,0
139219610,0,0,0,0,0,0,1,0
75801784,0,0,0,0,0,0,1,0
140226534,0,0,0,0,0,0,1,0
139652486,0,0,0,0,0,0,1,0
46333676,0,0,1,0,0,0,1,0
140156002,0,0,0,0,0,0,1,0
139927830,0,0,0,0,0,0,1,0
152584152,0,0,0,0,0,0,1,0
28313415,0,0,0,0,0,0,1,0
184399186,0,0,0,0,0,0,1,0
139966104,0,0,0,0,0,0,1,0
139227596,0,0,0,0,0,0,1,0
139086701,0,0,0,0,0,0,1,0
139140876,0,0,0,0,0,0,1,0
184051021,0,0,0,0,0,0,0,1
